state,year,condition,instrument,measure,question_id,orientation,strat_category,strat_group,value,ci_lo,ci_hi,unit,suppressed,no_data,caution,footnote_symbol,footnote
VI,2021,asthma,brfss,prevalence,AST02,direct,Overall,Overall,5.8,4.0,8.3,%,False,False,False,,
VI,2022,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.7,6.4,17.3,%,False,False,False,,
VI,2023,asthma,brfss,prevalence,AST02,direct,Overall,Overall,5.7,3.7,8.8,%,False,False,False,,
VT,2019,asthma,brfss,prevalence,AST02,direct,Overall,Overall,12.7,11.4,14.2,%,False,False,False,,
VT,2020,asthma,brfss,prevalence,AST02,direct,Overall,Overall,12.2,10.9,13.6,%,False,False,False,,
VT,2021,asthma,brfss,prevalence,AST02,direct,Overall,Overall,13.0,11.7,14.4,%,False,False,False,,
VT,2022,asthma,brfss,prevalence,AST02,direct,Overall,Overall,13.3,12.2,14.4,%,False,False,False,,
VT,2023,asthma,brfss,prevalence,AST02,direct,Overall,Overall,11.4,10.2,12.6,%,False,False,False,,
WA,2019,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.5,9.8,11.3,%,False,False,False,,
WA,2020,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.4,9.7,11.1,%,False,False,False,,
WA,2021,asthma,brfss,prevalence,AST02,direct,Overall,Overall,11.2,10.5,12.0,%,False,False,False,,
WA,2022,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.9,10.4,11.5,%,False,False,False,,
WA,2023,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.7,10.2,11.2,%,False,False,False,,
WI,2019,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.9,9.7,12.2,%,False,False,False,,
WI,2020,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.9,9.6,12.3,%,False,False,False,,
WI,2021,asthma,brfss,prevalence,AST02,direct,Overall,Overall,11.1,9.9,12.4,%,False,False,False,,
WI,2022,asthma,brfss,prevalence,AST02,direct,Overall,Overall,11.1,10.3,12.1,%,False,False,False,,
WI,2023,asthma,brfss,prevalence,AST02,direct,Overall,Overall,11.0,10.1,11.9,%,False,False,False,,
WV,2019,asthma,brfss,prevalence,AST02,direct,Overall,Overall,12.1,10.9,13.4,%,False,False,False,,
WV,2020,asthma,brfss,prevalence,AST02,direct,Overall,Overall,13.5,12.4,14.8,%,False,False,False,,
WV,2021,asthma,brfss,prevalence,AST02,direct,Overall,Overall,13.0,11.9,14.2,%,False,False,False,,
WV,2022,asthma,brfss,prevalence,AST02,direct,Overall,Overall,12.9,11.7,14.3,%,False,False,False,,
WV,2023,asthma,brfss,prevalence,AST02,direct,Overall,Overall,13.9,12.5,15.4,%,False,False,False,,
WY,2019,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.0,8.8,11.5,%,False,False,False,,
WY,2020,asthma,brfss,prevalence,AST02,direct,Overall,Overall,11.1,9.8,12.7,%,False,False,False,,
WY,2021,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.0,8.7,11.5,%,False,False,False,,
WY,2022,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.8,9.5,12.2,%,False,False,False,,
WY,2023,asthma,brfss,prevalence,AST02,direct,Overall,Overall,10.1,8.9,11.5,%,False,False,False,,
AK,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",10.7,7.1,15.7,%,False,False,False,,
AK,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",8.1,5.8,11.4,%,False,False,False,,
AK,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",12.7,9.3,17.0,%,False,False,False,,
AK,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",10.7,8.2,14.0,%,False,False,False,,
AK,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",10.4,7.8,13.8,%,False,False,False,,
AL,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",12.0,6.6,20.9,%,False,False,False,,
AL,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AL,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AL,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",28.8,21.2,37.7,%,False,False,False,,
AL,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",16.4,9.4,27.2,%,False,False,False,,
AZ,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",9.2,5.9,14.0,%,False,False,False,,
AZ,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",13.0,9.5,17.5,%,False,False,False,,
AZ,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",6.9,4.5,10.3,%,False,False,False,,
AZ,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",8.8,5.6,13.5,%,False,False,False,,
AZ,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",12.3,9.0,16.5,%,False,False,False,,
CA,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CA,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CA,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CA,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",12.8,7.5,21.0,%,False,False,False,,
CA,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",18.6,11.1,29.5,%,False,False,False,,
CO,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CO,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",11.9,6.5,20.6,%,False,False,False,,
CO,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CO,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CO,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",25.9,15.0,41.0,%,False,False,False,,
CT,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CT,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CT,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CT,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CT,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
FL,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
FL,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
FL,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,False,True,False,*,No data available
FL,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
FL,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",28.0,16.8,42.6,%,False,False,False,,
GA,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",20.0,12.1,31.2,%,False,False,False,,
GA,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GU,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,False,True,False,*,No data available
GU,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,False,True,False,*,No data available
GU,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,False,True,False,*,No data available
GU,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,False,True,False,*,No data available
GU,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",19.0,11.5,29.8,%,False,False,False,,
IN,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",20.8,11.7,34.1,%,False,False,False,,
KS,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",13.9,8.4,22.0,%,False,False,False,,
KS,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",17.5,10.7,27.4,%,False,False,False,,
KS,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",14.9,9.9,21.8,%,False,False,False,,
KS,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KS,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",17.9,10.3,29.2,%,False,False,False,,
KY,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KY,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KY,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KY,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KY,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,False,True,False,*,No data available
LA,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
LA,2020,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
LA,2021,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
LA,2022,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
LA,2023,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
MA,2019,asthma,brfss,prevalence,AST02,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
